age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm
23.0,169.1,66,14.4,61.0,108.0,33.8,8.5,43.0,225.0
25.0,162.2,65,18.3,96.0,139.0,44.3,21.5,57.0,221.0
49.0,173.3,70,14.2,75.0,134.0,51.2,12.3,38.0,199.0
51.0,156.8,60,30.1,91.0,152.0,28.8,20.2,13.0,137.0
38.0,175.6,75,10.8,99.0,149.0,46.1,17.5,59.0,215.0
46.0,160.8,55,28.2,79.0,130.0,21.2,18.2,26.0,159.0
45.0,167.2,72,25.6,86.0,138.0,40.1,24.2,43.0,219.0
59.0,176.9,80,24.3,73.0,129.0,44.1,13.2,38.0,194.0
27.0,171.6,78,20.1,69.0,129.0,40.1,23.9,69.0,248.0
21.0,181.3,96,32.0,99.0,153.0,39.4,5.2,25.0,189.0
29.0,168.4,71,19.9,72.0,124.0,46.4,20.4,47.0,223.0
59.0,158.6,59,32.9,70.0,117.0,27.5,22.6,24.0,135.0
58.0,168.4,59,23.4,65.0,119.0,26.3,23.9,28.0,130.0
55.0,153.6,52,28.6,75.0,119.0,29.1,18.0,24.0,155.0
47.0,164.7,65,31.4,84.0,134.0,25.9,18.8,17.0,150.0
48.0,153.9,52,36.3,66.0,122.0,20.9,7.3,10.0,147.0
51.0,163.9,59,18.8,77.0,124.0,46.3,21.2,49.0,190.0
31.0,168.9,64,23.3,72.0,126.0,36.8,29.3,34.0,200.0
25.0,178.9,81,21.1,90.0,154.0,45.6,13.9,50.0,230.0
23.0,153.6,46,30.5,66.0,124.0,16.1,12.9,33.0,153.0
33.0,177.3,75,12.3,85.0,144.0,57.5,14.6,62.0,241.0
48.0,168.2,71,23.3,90.0,160.0,50.9,25.0,32.0,217.0
64.0,166.0,63,23.8,81.0,156.0,34.1,11.2,33.0,162.0
24.0,176.3,73,13.7,93.0,152.0,45.8,14.6,46.0,226.0
27.0,175.2,75,27.6,83.0,132.0,41.5,6.0,35.0,172.0
42.0,172.4,69,23.2,85.0,137.0,42.6,18.5,40.0,215.0
21.0,180.1,79,16.8,58.0,136.0,30.4,3.2,47.0,183.0
37.0,173.0,72,25.9,89.0,148.0,44.0,18.9,52.0,243.0
29.0,175.0,70,12.3,78.0,128.0,44.1,15.3,52.0,250.0
60.0,168.5,79,24.3,88.0,143.0,40.7,15.7,40.0,170.0
23.0,165.4,64,36.9,74.0,124.0,32.4,12.9,30.0,148.0
35.0,160.7,58,31.5,66.0,120.0,24.1,20.4,27.0,150.0
61.0,159.8,53,23.8,80.0,128.0,33.5,29.5,39.0,169.0
26.0,171.2,60,13.6,77.0,124.0,41.3,13.0,45.0,231.0
27.0,169.3,71,23.0,83.0,135.0,37.3,13.6,42.0,198.0
58.0,167.6,68,17.0,84.0,133.0,40.1,9.8,32.0,185.0
28.0,166.0,61,29.2,73.0,124.0,20.8,7.2,21.0,153.0
50.0,172.7,78,24.5,92.0,126.0,34.2,10.1,27.0,199.0
31.0,165.3,51,20.5,65.0,115.0,23.4,20.6,32.0,156.0
24.0,162.6,58,12.7,76.0,133.0,41.8,20.5,59.0,242.0
53.0,169.9,62,12.8,71.0,118.0,49.0,17.7,47.0,200.0
49.0,166.7,58,22.4,99.0,134.0,25.2,20.2,27.0,124.0
28.0,174.7,80,22.1,71.0,130.0,48.8,-0.8,48.0,228.0
40.0,167.8,51,18.9,74.0,122.0,29.0,23.4,39.0,182.0
35.0,174.1,75,20.7,87.0,143.0,41.3,7.2,37.0,183.0
43.0,174.2,77,21.1,89.0,143.0,43.6,22.4,63.0,240.0
38.0,168.2,75,21.2,86.0,150.0,26.4,10.9,43.0,221.0
46.0,177.5,80,26.6,94.0,146.0,49.2,6.6,25.0,196.0
40.0,176.0,70,15.9,80.0,129.0,43.5,15.0,48.0,218.0
23.0,167.0,74,23.8,89.0,133.0,41.6,21.0,62.0,211.0
23.0,168.1,57,27.5,64.0,116.0,17.5,-7.2,29.0,126.0
61.0,176.9,74,20.2,80.0,120.0,54.1,15.2,26.0,189.0
28.0,163.0,60,30.0,53.0,112.0,32.8,27.1,44.0,188.0
42.0,171.3,79,33.8,80.0,120.0,44.2,-11.1,32.0,185.0
27.0,179.3,67,17.5,65.0,121.0,50.1,18.2,62.0,242.0
36.0,174.6,82,27.1,84.0,127.0,46.0,-2.0,28.0,227.0
22.0,177.2,73,17.9,78.0,141.0,50.9,10.6,55.0,223.0
34.0,179.7,78,18.6,85.0,121.0,42.8,9.7,40.0,232.0
39.0,177.3,70,20.7,77.0,120.0,37.9,17.7,59.0,240.0
36.0,170.8,70,18.5,72.0,127.0,43.1,22.0,49.0,225.0
27.0,173.0,72,8.4,62.0,127.0,43.3,14.1,64.0,232.0
29.0,184.5,88,21.3,74.0,118.0,49.4,26.5,50.0,250.0
21.0,166.1,61,19.2,71.0,137.0,29.8,29.1,61.0,213.0
24.0,164.0,63,20.8,72.0,128.0,40.6,8.0,43.0,203.0
34.0,155.4,54,30.7,92.0,131.0,23.6,26.6,22.0,148.0
26.0,159.3,59,33.8,82.0,121.0,26.6,25.3,45.0,166.0
24.0,168.7,62,15.8,72.0,129.0,37.5,11.4,61.0,228.0
21.0,172.1,77,21.4,96.0,158.0,53.1,20.6,52.0,220.0
27.0,178.1,66,5.5,66.0,124.0,39.2,23.6,56.0,265.0
55.0,166.9,60,26.1,78.0,117.0,21.1,17.7,13.0,131.0
47.0,165.9,58,23.9,73.0,119.0,24.2,25.3,30.0,160.0
42.0,158.0,76,41.1,80.0,117.0,33.9,5.9,1.0,133.0
51.0,153.1,52,29.3,71.0,107.0,23.4,22.7,27.0,144.0
43.0,167.0,54,17.4,66.0,109.0,28.4,21.5,39.0,180.0
29.0,172.0,54,20.5,78.0,122.0,26.5,18.2,37.0,185.0
61.0,147.5,52,36.2,82.0,158.0,19.5,19.3,20.0,122.0
37.0,161.6,52,22.6,76.0,115.0,23.9,23.6,31.0,173.0
41.0,165.0,52,19.7,83.0,132.0,21.9,29.3,35.0,170.0
29.0,156.7,77,35.4,94.0,142.0,46.3,18.8,30.0,215.0
60.0,170.0,65,15.0,77.0,136.0,52.6,15.5,34.0,214.0
22.0,184.0,80,11.9,60.0,129.0,42.4,15.8,43.0,187.0
30.0,160.3,51,27.6,48.0,103.0,25.0,23.0,26.0,168.0
33.0,180.2,68,14.5,77.0,127.0,44.0,16.2,49.0,232.0
24.0,169.0,67,13.8,75.0,157.0,41.4,22.9,61.0,242.0
22.0,179.0,84,27.4,90.0,143.0,53.2,16.1,56.0,229.0
27.0,170.8,59,23.2,79.0,136.0,29.2,20.9,40.0,167.0
48.0,174.8,74,20.5,68.0,130.0,42.6,9.6,42.0,193.0
64.0,152.7,59,29.5,60.0,110.0,21.1,23.7,12.0,134.0
32.0,156.3,61,29.7,88.0,124.0,27.7,21.7,41.0,165.0
54.0,163.7,69,24.5,83.0,123.0,39.9,14.0,30.0,180.0
32.0,173.9,77,18.2,77.0,138.0,47.3,11.1,62.0,229.0
24.0,169.4,72,43.6,89.0,133.0,30.7,18.7,33.0,143.0
40.0,170.5,70,21.6,79.0,134.0,39.7,10.3,38.0,230.0
33.0,168.3,63,17.4,81.0,125.0,40.6,2.5,45.0,205.0
28.0,166.1,71,30.8,89.0,142.0,41.9,-6.0,33.0,167.0
58.0,150.3,66,37.8,82.0,120.0,12.9,12.8,18.0,140.0
24.0,174.9,77,17.4,77.0,139.0,55.5,22.1,46.0,225.0
31.0,162.3,46,26.2,97.0,131.0,21.6,14.0,39.0,163.0
22.0,161.2,57,24.3,65.0,114.0,26.8,23.6,53.0,180.0
50.0,166.4,67,29.4,83.0,140.0,23.9,11.4,30.0,160.0
59.0,174.5,77,31.4,97.0,158.0,36.9,11.5,23.0,168.0
29.0,176.8,79,15.1,92.0,154.0,62.6,18.8,59.0,241.0
53.0,156.0,54,31.9,88.0,136.0,25.7,4.5,21.0,159.0
59.0,155.4,51,26.2,70.0,110.0,25.3,15.3,29.0,123.0
30.0,176.3,64,13.09016,84.0,146.0,46.8,19.9,54.0,226.0
26.0,179.4,77,18.0,71.0,128.0,44.6,16.7,54.0,217.0
25.0,156.1,49,18.1,67.0,118.0,31.7,20.4,35.0,152.0
34.0,176.3,79,20.0,86.0,140.0,43.2,12.8,42.0,207.0
27.0,179.2,78,21.6,79.0,140.0,46.9,-3.2,39.0,199.0
36.0,166.5,75,8.7,77.0,131.0,51.4,11.1,58.0,245.0
27.0,166.1,76,21.2,80.0,133.0,46.5,20.9,58.0,240.0
43.0,159.6,71,37.5,92.0,153.0,10.1,11.5,12.0,155.0
60.0,154.8,47,29.3,81.0,137.0,21.9,28.7,15.0,150.0
21.0,168.9,64,22.1,85.0,140.0,34.6,9.2,57.0,218.0
25.0,176.6,68,15.5,68.0,131.0,35.6,7.8,60.0,236.0
21.0,168.6,58,12.6,87.0,116.0,30.2,16.9,44.0,217.0
47.0,173.7,66,16.5,94.0,158.0,38.0,7.7,39.0,207.0
29.0,164.0,53,20.3,70.0,116.0,31.3,19.4,49.0,194.0
24.0,164.9,57,14.2,81.0,154.0,37.1,13.9,45.0,226.0
33.0,174.0,74,23.8,80.0,154.0,42.2,6.4,49.0,213.0
36.0,162.5,57,27.6,99.0,158.0,29.4,19.5,43.0,183.0
23.0,168.6,74,18.3,77.0,135.0,47.4,8.1,57.0,220.0
29.0,175.8,75,17.7,74.0,149.0,36.9,21.8,44.0,246.0
32.0,175.0,59,15.2,75.0,131.0,36.8,12.2,47.0,214.0
26.0,177.5,77,19.5,66.0,130.0,49.2,20.3,60.0,242.0
58.0,155.0,49,32.1,72.0,130.0,23.0,18.1,30.0,133.0
60.0,177.6,69,28.3,81.0,159.0,38.8,11.3,29.0,146.0
31.0,169.6,78,22.8,95.0,120.0,46.3,11.5,52.0,219.0
25.0,164.2,56,29.5,61.0,114.0,27.1,21.6,28.0,159.0
25.0,174.8,70,12.6,71.0,108.0,58.4,22.5,64.0,275.0
21.0,172.9,73,21.0,81.0,128.0,39.0,11.4,52.0,214.0
45.0,160.9,80,47.7,80.0,128.0,28.4,-4.5,2.0,86.0
27.0,175.9,64,18.1,69.0,129.0,49.6,18.5,58.0,211.0
37.0,160.5,74,36.4,93.0,126.0,33.9,17.8,18.0,161.0
36.0,156.1,67,35.9,91.0,159.0,27.5,12.4,24.0,156.0
25.0,171.4,73,10.2,68.0,136.0,51.9,27.6,60.0,269.0
32.0,172.2,70,20.2,76.0,127.0,50.2,15.7,46.0,207.0
23.0,163.7,58,25.6,62.0,103.0,28.5,22.1,43.0,182.0
43.0,164.1,64,30.3,68.0,114.0,26.7,13.5,27.0,174.0
60.0,168.2,66,24.4,81.0,155.0,40.3,22.6,31.0,194.0
29.0,159.0,49,33.1,80.0,120.0,23.4,10.5,26.0,138.0
46.0,176.8,89,25.7,89.0,145.0,43.5,-0.7,49.0,211.0
26.0,159.3,50,23.4,80.0,118.0,27.9,24.4,30.0,138.0
34.0,172.0,69,13.88621,92.0,144.0,44.9,15.4,64.0,257.0
53.0,166.4,55,17.2,80.0,126.0,31.4,14.3,25.0,203.0
30.0,170.2,69,16.4,86.0,130.0,44.7,9.7,45.0,191.0
32.0,173.6,68,16.5,79.0,138.0,44.8,25.8,60.0,229.0
27.0,178.0,85,20.0,94.0,143.0,52.0,23.3,54.0,209.0
29.0,173.7,87,19.8,58.0,105.0,67.1,12.5,47.0,240.0
24.0,169.1,50,25.9,61.0,116.0,21.4,33.3,26.0,182.0
53.0,157.0,63,31.8,82.0,130.0,24.0,11.1,18.0,153.0
25.0,163.1,60,31.2,72.0,119.0,25.8,24.9,40.0,163.0
28.0,170.5,70,17.1,83.0,144.0,39.4,19.2,52.0,223.0
61.0,155.4,59,38.7,89.0,147.0,25.3,19.1,2.0,119.0
35.0,172.3,72,28.3,80.0,120.0,42.8,19.1,47.0,215.0
28.0,174.2,70,11.7,78.0,117.0,41.1,18.2,60.0,245.0
50.0,170.0,64,20.5,80.0,118.0,39.6,7.6,33.0,155.0
52.0,170.8,67,21.5,82.0,137.0,44.2,9.4,32.0,210.0
23.0,177.3,76,23.3,73.0,125.0,34.3,17.6,44.0,180.0
28.0,157.4,48,19.6,71.0,120.0,32.3,18.5,39.0,169.0
44.0,170.4,71,19.7,79.0,141.0,51.0,11.0,50.0,225.0
31.0,181.4,85,24.7,78.0,138.0,48.5,12.9,63.0,226.0
37.0,164.8,72,31.4,52.0,101.0,32.2,25.0,38.0,155.0
41.0,170.3,69,24.4,97.0,151.0,43.1,14.5,43.0,217.0
33.0,171.0,79,21.1,91.0,139.0,50.6,15.3,58.0,216.0
34.0,173.6,72,19.8,78.0,138.0,52.0,16.2,40.0,208.0
24.0,166.8,43,23.1,80.0,110.0,23.6,24.6,34.0,187.0
26.0,172.0,74,26.3,72.0,121.0,40.3,21.1,62.0,207.0
40.0,169.1,74,22.1,65.0,115.0,16.7,7.8,48.0,214.0
39.0,170.6,76,22.0,80.0,120.0,48.4,13.9,43.0,218.0
21.0,159.5,48,24.5,73.0,120.0,23.4,25.1,42.0,180.0
27.0,171.4,74,24.4,76.0,137.0,51.4,16.0,36.0,212.0
64.0,163.9,58,19.1,81.0,131.0,31.1,-13.3,24.0,168.0
53.0,150.7,47,28.7,79.0,128.0,22.9,10.9,10.0,119.0
26.0,154.9,58,31.8,99.0,147.0,30.3,19.6,43.0,133.0
58.0,146.2,51,3.5,48.0,152.0,25.1,15.4,13.0,110.0
34.0,162.5,46,18.4,61.0,125.0,18.7,17.1,26.0,145.0
41.0,164.4,62,28.0,91.0,146.0,33.9,19.0,30.0,180.0
57.0,174.3,78,17.9,74.0,137.0,48.1,10.0,42.0,199.0
34.0,182.1,79,22.9,75.0,125.0,40.8,9.9,35.0,204.0
43.0,166.4,59,34.1,91.0,134.0,23.1,-1.0,22.0,130.0
22.0,168.0,55,6.2,90.0,131.0,39.8,27.4,60.0,230.0
26.0,179.0,81,18.1,88.0,158.0,57.6,13.3,51.0,237.0
21.0,175.8,78,19.7,61.0,110.0,54.2,19.6,51.0,230.0
64.0,158.6,60,33.7,67.0,131.0,24.0,17.2,6.0,138.0
39.0,155.5,52,30.9,99.0,130.0,24.0,14.7,22.0,150.0
61.0,162.1,71,27.8,87.0,144.0,36.2,22.8,37.0,200.0
39.0,167.1,65,15.5,87.0,135.0,34.9,14.3,34.0,214.0
55.0,167.2,76,31.7,96.0,144.0,41.8,5.0,23.0,177.0
23.0,170.8,74,20.0,65.0,116.0,46.0,21.2,48.0,255.0
37.0,158.7,61,38.0,76.0,130.0,26.5,21.5,30.0,147.0
27.0,172.6,64,19.0,87.0,148.0,29.9,6.3,39.0,199.0
37.0,169.8,63,22.2,76.0,137.0,46.4,6.6,48.0,229.0
21.0,163.1,53,28.3,69.0,124.0,20.3,26.6,33.0,138.0
34.0,172.6,68,21.2,97.0,155.0,46.4,26.1,51.0,217.0
28.0,177.2,81,17.5,84.0,141.0,48.4,11.7,56.0,226.0
21.0,173.0,81,26.4,70.0,130.0,47.2,6.1,41.0,195.0
22.0,173.8,92,24.5,91.0,157.0,51.2,16.5,60.0,215.0
64.0,144.1,54,37.4,76.0,136.0,17.5,3.4,0.0,60.0
46.0,171.6,55,14.6,88.0,147.0,45.2,14.5,43.0,210.0
21.0,156.8,48,22.3,74.0,107.0,23.1,20.4,28.0,162.0
21.0,159.6,45,25.8,76.0,118.0,23.7,20.7,45.0,194.0
57.0,159.3,55,31.1,64.0,115.0,23.0,4.8,15.0,139.0
22.0,176.8,59,13.2,86.0,147.0,37.2,6.2,49.0,198.0
27.0,179.3,74,20.6,86.0,118.0,46.6,22.6,55.0,240.0
55.0,162.1,69,24.9,81.0,147.0,35.1,22.0,30.0,190.0
60.0,167.4,63,16.4,90.0,146.0,38.3,11.9,31.0,185.0
28.0,158.0,49,24.2,84.0,134.0,28.3,10.6,26.0,185.0
44.0,170.1,64,19.0,82.0,143.0,45.3,14.4,29.0,221.0
41.0,160.6,58,24.4,79.0,139.0,34.4,22.1,37.0,161.0
24.0,159.6,42,26.1,52.0,99.0,20.2,15.0,43.0,165.0
26.0,179.7,75,20.5,93.0,154.0,60.0,16.4,52.0,234.0
28.0,175.5,73,23.4,78.0,128.0,46.1,12.6,41.0,227.0
31.0,167.1,59,26.6,73.0,113.0,27.3,14.4,22.0,138.0
27.0,158.6,56,30.9,74.0,117.0,32.8,19.2,35.0,180.0
49.0,154.1,50,26.7,90.0,121.0,24.2,20.5,34.0,151.0
32.0,179.9,77,15.2,66.0,126.0,55.6,17.3,60.0,208.0
49.0,165.5,62,36.8,69.0,112.0,24.6,16.0,26.0,130.0
35.0,175.0,83,24.7,81.0,138.0,35.3,15.4,51.0,206.0
26.0,170.3,72,15.3,75.0,123.0,48.1,17.2,58.0,266.0
23.0,165.6,63,18.1,67.0,126.0,40.4,28.6,52.0,186.0
25.0,148.0,46,23.2,83.0,121.0,21.7,16.2,33.0,168.0
57.0,171.0,78,29.1,98.0,152.0,36.2,10.5,17.0,163.0
30.0,170.2,62,14.0,74.0,138.0,42.6,21.9,59.0,238.0
28.0,181.7,91,11.7,86.0,156.0,60.1,21.1,58.0,245.0
46.0,170.9,74,19.6,96.0,135.0,51.4,7.3,39.0,209.0
39.0,167.1,64,18.4,74.0,125.0,21.7,29.4,33.0,143.0
26.0,172.9,71,14.4,81.0,143.0,50.3,18.3,58.0,260.0
25.0,171.6,71,19.2,83.0,120.0,53.9,19.6,60.0,247.0
33.0,174.4,76,26.9,95.0,155.0,49.0,17.6,47.0,235.0
24.0,178.4,71,15.1,99.0,138.0,46.6,10.7,54.0,251.0
25.0,181.8,80,31.1,92.0,130.0,33.5,14.5,41.0,245.0
27.0,170.1,100,37.7,94.0,143.0,34.8,3.8,12.0,156.0
26.0,158.3,53,26.5,87.0,139.0,19.1,22.2,42.0,161.0
25.0,168.7,74,21.4,82.0,130.0,39.7,14.1,45.0,158.0
46.0,171.8,55,11.0,76.0,118.0,38.6,14.1,41.0,216.0
44.0,154.0,65,36.4,84.0,130.0,27.9,23.9,0.0,112.0
23.0,160.7,62,30.2,64.0,110.0,23.3,19.4,44.0,132.0
21.0,161.7,55,22.4,64.0,109.0,22.9,21.6,48.0,190.0
29.0,184.0,81,8.5,68.0,131.0,54.8,22.1,62.0,248.0
26.0,166.1,66,16.3,66.0,116.0,43.1,17.5,55.0,210.0
38.0,169.0,53,19.8,76.0,102.0,23.1,28.1,32.0,149.0
48.0,176.9,78,17.8,88.0,141.0,48.7,14.2,46.0,237.0
51.0,178.9,81,21.8,89.0,156.0,49.0,11.7,29.0,207.0
37.0,167.4,84,35.4,82.0,108.0,38.8,2.0,36.0,200.0
42.0,169.1,69,21.5,90.0,143.0,44.7,18.2,34.0,206.0
63.0,175.2,75,24.0,91.0,158.0,48.5,12.1,31.0,162.0
31.0,175.3,96,28.2,76.0,138.0,53.4,18.6,50.0,226.0
35.0,163.8,66,17.3,76.0,127.0,42.4,18.8,65.0,202.0
32.0,164.0,51,31.2,82.0,124.0,20.1,20.4,25.0,130.0
62.0,161.2,63,25.9,95.0,158.0,36.0,15.8,37.0,162.0
48.0,160.0,54,27.8,72.0,135.0,18.9,16.3,22.0,153.0
24.0,181.1,97,26.0,82.0,122.0,53.5,17.5,58.0,231.0
26.0,181.4,106,36.9,85.0,126.0,33.9,-19.0,20.0,188.0
23.0,163.6,64,33.0,81.0,134.0,28.5,18.5,47.0,180.0
23.0,163.9,53,25.5,76.0,117.0,31.6,21.1,43.0,188.0
30.0,183.1,85,21.2,72.0,118.0,59.0,17.1,57.0,257.0
42.0,177.4,76,22.4,80.0,150.0,41.0,10.6,57.0,209.0
26.0,173.3,72,24.1,77.0,129.0,38.1,16.6,38.0,191.0
29.0,176.7,71,15.5,75.0,121.0,42.2,27.5,60.0,248.0
26.0,177.2,70,12.2,70.0,120.0,46.3,5.7,51.0,226.0
30.0,176.9,81,4.7,70.0,126.0,65.0,14.0,49.0,234.0
27.0,164.6,60,28.1,79.0,127.0,28.7,18.8,36.0,151.0
25.0,159.9,54,24.4,70.0,117.0,25.3,21.9,38.0,161.0
21.0,168.7,80,22.6,68.0,131.0,40.3,18.8,48.0,244.0
28.0,172.2,71,17.0,78.0,126.0,44.3,4.8,37.0,214.0
23.0,164.1,58,29.7,89.0,140.0,27.5,22.4,47.0,174.0
49.0,180.4,80,15.4,87.0,148.0,42.9,15.7,32.0,226.0
25.0,172.9,80,33.7,77.0,133.0,37.4,23.7,31.0,147.0
30.0,173.9,64,14.5,61.0,123.0,39.1,14.8,42.0,204.0
44.0,167.0,62,18.7,76.0,121.0,39.0,15.6,45.0,210.0
54.0,157.2,54,21.6,90.0,135.0,33.2,15.5,27.0,177.0
53.0,155.0,48,27.0,74.0,134.0,13.5,12.4,25.0,129.0
60.0,171.3,65,19.3,73.0,141.0,33.1,11.5,34.0,164.0
29.0,176.4,95,21.1,85.0,142.0,70.5,19.4,56.0,220.0
36.0,174.8,77,23.1,87.0,131.0,35.6,6.8,29.0,210.0
32.0,176.2,81,21.0,79.0,130.0,53.3,14.9,69.0,232.0
49.0,163.0,78,37.5,73.0,123.0,23.6,-14.7,0.0,84.0
32.0,172.0,82,15.1,82.0,144.0,46.5,11.1,45.0,228.0
23.0,179.3,75,20.2,86.0,158.0,47.2,8.1,54.0,209.0
29.0,172.9,78,21.3,80.0,132.0,44.2,12.6,43.0,194.0
55.0,162.4,64,21.2,85.0,143.0,39.3,10.1,28.0,124.0
23.0,175.0,91,32.5,69.0,137.0,43.4,2.4,30.0,200.0
22.0,161.8,56,21.8,63.0,109.0,27.5,21.4,62.0,185.0
55.0,160.2,54,26.3,90.0,135.0,28.4,23.3,20.0,149.0
51.0,170.8,70,24.1,85.0,122.0,38.9,18.4,41.0,213.0
39.0,163.3,61,23.5,79.0,134.0,30.7,22.8,35.0,175.0
22.0,183.0,83,24.4,93.0,149.0,39.1,1.7,45.0,217.0
22.0,170.2,78,22.6,77.0,123.0,45.4,14.6,57.0,210.0
24.0,171.0,75,25.5,92.0,145.0,36.8,-11.4,36.0,190.0
25.0,171.9,71,26.2,91.0,150.0,35.8,5.8,43.0,208.0
28.0,171.5,72,19.5,71.0,122.0,45.8,23.0,52.0,219.0
52.0,176.2,90,22.6,90.0,138.0,58.5,8.3,44.0,193.0
25.0,174.7,59,12.0,69.0,113.0,38.4,3.4,43.0,219.0
50.0,150.9,49,26.3,67.0,109.0,19.4,11.9,24.0,132.0
29.0,178.2,80,16.4,90.0,146.0,53.5,19.8,59.0,236.0
36.0,165.3,77,21.1,87.0,144.0,50.0,26.1,58.0,249.0
47.0,161.2,63,28.8,77.0,132.0,24.7,11.4,21.0,156.0
50.0,178.5,89,22.5,77.0,126.0,42.3,9.9,35.0,209.0
42.0,168.6,74,19.8,90.0,149.0,33.2,21.5,34.0,232.0
34.0,171.3,69,10.0,67.0,125.0,35.3,16.4,38.0,212.0
39.0,171.7,67,19.5,78.0,124.0,46.6,7.2,45.0,218.0
35.0,180.7,74,19.2,81.0,117.0,30.9,8.4,41.0,185.0
36.0,173.4,86,27.8,94.0,141.0,48.5,8.4,46.0,222.0
39.0,177.0,74,25.6,72.0,121.0,43.8,10.2,44.0,211.0
23.0,177.1,66,20.4,80.0,139.0,36.9,8.0,40.0,190.0
37.0,165.1,51,26.7,77.0,124.0,24.4,25.2,26.0,132.0
26.0,176.4,87,26.0,80.0,120.0,50.1,12.6,38.0,239.0
61.0,163.2,74,32.1,65.0,124.0,36.0,1.3,15.0,146.0
26.0,171.9,65,12.3,71.0,121.0,44.9,23.0,59.0,226.0
61.0,166.6,55,31.5,80.0,156.0,22.8,31.3,31.0,154.0
63.0,170.5,69,17.6,83.0,123.0,35.6,6.1,44.0,182.0
21.0,160.2,51,28.2,78.0,117.0,22.6,20.6,57.0,206.0
33.0,174.6,77,20.3,79.0,123.0,49.8,14.9,47.0,251.0
32.0,170.4,73,18.9,76.0,131.0,45.8,22.2,49.0,217.0
62.0,163.4,56,34.5,82.0,132.0,22.8,19.6,21.0,124.0
21.0,166.9,67,27.2,77.0,119.0,31.9,25.1,24.0,186.0
38.0,186.0,94,16.1,98.0,159.0,58.8,15.0,55.0,245.0
33.0,172.1,65,19.1,87.0,142.0,37.9,-12.1,37.0,183.0
21.0,153.0,44,30.5,74.0,115.0,21.1,28.3,47.0,152.0
37.0,152.2,49,24.92761,86.0,112.0,18.3,1.7,31.0,133.0
21.0,173.3,68,12.9,66.0,112.0,41.0,10.5,53.0,153.0
47.0,174.8,80,33.0,82.0,136.0,45.3,0.7,28.0,201.0
56.0,154.9,55,26.1,94.0,156.0,24.5,8.5,41.0,163.0
21.0,173.7,74,22.7,65.0,114.0,43.9,19.7,45.0,240.0
21.0,157.9,58,32.0,76.0,131.0,30.7,29.1,40.0,177.0
28.0,175.0,70,30.0,75.0,131.0,33.2,25.9,37.0,163.0
54.0,162.9,63,28.3,61.0,104.0,25.6,11.5,29.0,90.0
39.0,162.5,51,28.3,64.0,96.0,28.7,8.4,16.0,164.0
25.0,174.7,72,15.5,85.0,129.0,43.9,20.2,57.0,242.0
41.0,179.0,85,25.6,91.0,152.0,48.7,-10.4,26.0,189.0
25.0,171.7,70,24.5,89.0,151.0,36.1,6.7,53.0,204.0
31.0,171.5,67,19.2,91.0,146.0,41.0,17.8,51.0,214.0
45.0,182.5,80,19.8,86.0,139.0,48.3,6.2,36.0,235.0
25.0,178.0,74,19.1,70.0,118.0,44.6,16.4,59.0,225.0
30.0,173.9,76,20.8,68.0,119.0,50.0,25.9,59.0,247.0
23.0,157.9,52,34.1,75.0,102.0,27.6,15.8,25.0,100.0
26.0,167.2,58,20.9,87.0,126.0,32.6,20.5,36.0,155.0
23.0,172.4,86,40.5,61.0,111.0,29.2,8.4,30.0,152.0
24.0,175.9,85,22.7,91.0,138.0,56.4,14.6,58.0,220.0
56.0,172.1,65,22.5,90.0,140.0,40.1,18.2,35.0,170.0
53.0,166.2,56,32.7,77.0,121.0,24.9,19.6,31.0,137.0
60.0,166.2,76,27.2,75.0,143.0,43.1,13.9,38.0,187.0
21.0,176.2,56,21.1,84.0,126.0,29.1,30.0,42.0,180.0
58.0,155.3,58,32.0,86.0,154.0,22.7,20.4,24.0,136.0
21.0,176.2,71,9.4,72.0,128.0,45.63,13.0,65.0,265.0
46.0,169.2,69,23.6,98.0,153.0,30.0,12.0,40.0,192.0
29.0,175.6,96,32.9,85.0,140.0,51.6,5.3,40.0,227.0
24.0,177.5,76,24.1,86.0,159.0,39.7,11.6,48.0,181.0
30.0,158.2,52,27.8,74.0,137.0,26.9,23.9,32.0,172.0
28.0,166.4,51,24.1,78.0,117.0,24.0,20.6,31.0,147.0
26.0,165.2,67,23.1,86.0,126.0,40.4,18.1,55.0,236.0
22.0,165.7,57,20.1,61.0,113.0,21.3,12.7,40.0,194.0
27.0,181.1,97,18.1,85.0,138.0,39.7,-18.4,39.0,167.0
34.0,147.8,46,30.7,58.0,114.0,18.7,18.7,24.0,68.0
60.0,176.5,83,24.4,58.0,138.0,40.5,7.2,31.0,180.0
23.0,165.4,47,18.4,56.0,99.0,25.7,20.8,36.0,202.0
30.0,178.3,78,18.0,73.0,139.0,48.6,15.0,43.0,233.0
34.0,176.7,83,25.6,81.0,129.0,44.6,-12.5,41.0,215.0
21.0,168.4,67,23.2,74.0,122.0,34.0,13.2,48.0,166.0
22.0,174.4,70,24.4,80.0,137.0,40.7,15.2,46.0,225.0
59.0,162.8,57,30.9,78.0,123.0,26.9,6.2,18.0,137.0
35.0,168.5,81,38.3,64.0,121.0,29.7,21.1,25.0,156.0
24.0,171.2,65,28.5,62.0,115.0,26.8,5.7,30.0,131.0
28.0,172.2,71,23.0,75.0,144.0,46.9,10.9,46.0,211.0
28.0,166.6,61,32.6,64.0,103.0,21.2,15.9,29.0,154.0
